merchant_id,creation_date,name,street,state,city,country,contact_number
MERCHANT02719,2022-02-16 05:23:53,Pave,751 Radial view,South Dakota,Tucson,South Africa,929-695-8995
MERCHANT02720,2022-02-16 06:03:43,Barchart,67588 Passage view,Nevada,Norfolk,Liberia,1-778-422-9003
MERCHANT02721,2022-02-16 07:48:59,Harris Corporation,70081 East Summit side,Georgia,San Francisco,Gambia,962-966-3150
MERCHANT02722,2022-02-16 09:56:11,5PSolutions,7921 East Square haven,Alaska,Bakersfield,Dominica,641-459-6103
MERCHANT02723,2022-02-16 12:18:47,EarthObserver App,91377 East Views borough,Ohio,Milwaukee,Samoa,900-873-5974
MERCHANT02724,2022-02-17 04:32:00,48 Factoring Inc.,1242 Crossing land,Colorado,Irving,Japan,1-565-565-2540
MERCHANT02725,2022-02-17 09:05:06,Locavore,8512 East Creek chester,Hawaii,Chula Vista,Croatia,803-991-7271
MERCHANT02726,2022-02-17 20:29:49,Plus-U,3332 Port Brooks ville,Wisconsin,Nashville-Davidson,Christmas Island,862-135-7904
MERCHANT02727,2022-02-17 22:28:42,Chubb,44923 Vista berg,Indiana,Tucson,Thailand,545-773-8960
MERCHANT02728,2022-02-18 03:22:25,TagniFi,99472 Port Junction port,Louisiana,Honolulu,France,485-419-5597
MERCHANT02729,2022-02-19 06:43:38,Overture Technologies,6530 East Turnpike view,Texas,Lexington-Fayette,Serbia,1-950-503-1374
MERCHANT02730,2022-02-19 13:51:53,Esri,7651 West Summit shire,Arkansas,Long Beach,Burundi,1-172-940-3688
MERCHANT02731,2022-02-19 19:35:47,DataMarket,7771 East Course haven,Kansas,Lexington-Fayette,Bhutan,561-481-0184
MERCHANT02732,2022-02-20 15:47:08,Center for Responsive Politics,96477 East Mountain haven,Nevada,Garland,Malaysia,025-916-3851
MERCHANT02733,2022-02-20 23:15:25,Fujitsu,683 West Valley ton,Oregon,Chicago,South Sudan,687-669-2572
MERCHANT02734,2022-02-21 03:32:27,College Board,39790 West Ferry furt,Delaware,Riverside,"Bonaire, Sint Eustatius and Saba",371-557-4633
MERCHANT02735,2022-02-21 04:46:08,Fastcase,941 West Spring fort,Wisconsin,Baton Rouge,French Polynesia,304-778-0390
MERCHANT02736,2022-02-21 07:39:12,Palantir Technologies,8704 Roads view,Arkansas,Fresno,Trinidad and Tobago,118-267-4980
MERCHANT02737,2022-02-21 16:49:44,BillGuard,2464 East Oval stad,Maryland,Memphis,Malawi,588-206-0525
MERCHANT02738,2022-02-22 08:03:52,Experian,81350 Lake Lodge side,North Dakota,Jersey,Libya,376-086-2995
MERCHANT02739,2022-02-22 10:44:31,FarmLogs,402 Plaza burgh,Colorado,Mesa,Ethiopia,785-053-2034
MERCHANT02740,2022-02-22 21:37:39,TransparaGov,5503 New Mount mouth,Indiana,Las Vegas,Malawi,404-715-9569
MERCHANT02741,2022-02-23 01:06:03,Roadify Transit,119 Meadows ton,Kentucky,Fresno,Réunion,219-036-2469
MERCHANT02742,2022-02-23 08:38:18,HelloWallet,60744 West Mountain mouth,Delaware,Virginia Beach,Seychelles,1-656-712-8685
MERCHANT02743,2022-02-23 09:16:22,S&P Capital IQ,5169 West Divide berg,Mississippi,Jacksonville,Thailand,731-702-6145
MERCHANT02744,2022-02-23 10:44:05,Impact Forecasting (Aon),6633 North Ports town,Indiana,Henderson,Turkmenistan,1-167-727-2512
MERCHANT02745,2022-02-25 06:17:07,FutureAdvisor,7637 East Turnpike borough,Alabama,Glendale,Liechtenstein,249-513-6744
MERCHANT02746,2022-02-25 21:52:40,PYA Analytics,16924 Tunnel ton,North Carolina,Corpus Christi,Bahamas,457-262-1940
MERCHANT02747,2022-02-26 05:16:09,PlanetEcosystems,31042 Mill ton,Connecticut,Baltimore,Rwanda,1-814-460-8517
MERCHANT02748,2022-02-26 18:47:54,Business Monitor International,12662 Lake Square land,Vermont,Oakland,Denmark,1-610-093-0777
MERCHANT02749,2022-02-26 20:13:08,Synthicity,39199 South Garden side,Pennsylvania,Reno,Bhutan,1-927-433-9065
MERCHANT02750,2022-02-27 01:31:49,LOVELAND Technologies,29016 North Points fort,Wisconsin,Boise,Hungary,187-148-9726
MERCHANT02751,2022-02-27 03:43:06,StreetEasy,544 Port Greens furt,Pennsylvania,Louisville/Jefferson,Morocco,369-248-8540
MERCHANT02752,2022-02-27 18:57:54,OTC Markets,7664 New Rest burgh,North Dakota,Durham,Bahrain,1-896-052-7512
MERCHANT02753,2022-02-28 15:12:47,xDayta,6566 Vista mouth,Indiana,Charlotte,Cuba,290-229-1526
MERCHANT02754,2022-02-28 17:59:57,GenoSpace,9244 Fort view,North Dakota,Raleigh,Mayotte,1-207-502-6623
MERCHANT02755,2022-02-28 18:15:13,Sage Bionetworks,995 North Lights berg,Louisiana,Boston,Spain,703-493-3236
MERCHANT02756,2022-03-01 05:48:46,Be Informed,755 Rest borough,Illinois,Boston,China,874-029-7448
MERCHANT02757,2022-03-01 10:20:50,REI Systems,631 Center berg,New Hampshire,Henderson,Israel,1-700-936-8409
MERCHANT02758,2022-03-01 15:28:27,Persint,2582 New Plain burgh,Michigan,Hialeah,Latvia,1-836-751-3700
MERCHANT02759,2022-03-01 17:54:00,Palantir Technologies,549 Manors stad,Hawaii,Long Beach,Cambodia,322-860-8299
MERCHANT02760,2022-03-01 23:46:56,Golden Helix,385 New Extension haven,Maryland,El Paso,Côte d'Ivoire,948-760-0834
MERCHANT02761,2022-03-01 23:49:05,Archimedes Inc.,4163 Port Loop furt,Kansas,Pittsburgh,Guernsey,573-352-4859
MERCHANT02762,2022-03-02 02:18:41,Legal Science Partners,153 North Burg fort,Texas,Wichita,Montenegro,468-372-8658
MERCHANT02763,2022-03-02 18:47:02,Berkery Noyes MandASoft,902 West Vista port,Vermont,Minneapolis,Tokelau,887-176-9232
MERCHANT02764,2022-03-02 18:57:42,iFactor Consulting,3692 Villages view,New Hampshire,Mesa,Nepal,782-595-5649
MERCHANT02765,2022-03-03 04:57:53,Predilytics,6919 Highway furt,Kentucky,Lexington-Fayette,Thailand,1-444-062-1908
MERCHANT02766,2022-03-03 19:36:39,MapQuest,7962 North Forks view,Delaware,Sacramento,Saint Vincent and the Grenadines,334-489-3195
MERCHANT02767,2022-03-03 20:38:33,FlightStats,480 East Island furt,Massachusetts,Stockton,Mongolia,733-589-3524
MERCHANT02768,2022-03-03 20:38:58,PowerAdvocate,17774 East Ramp chester,Massachusetts,Hialeah,Haiti,1-809-002-7466
MERCHANT02769,2022-03-04 00:27:53,Urban Airship,524 West Inlet furt,New Hampshire,Portland,Bahrain,1-180-199-5238
MERCHANT02770,2022-03-04 05:09:07,Ernst & Young LLP,1320 Harbors fort,Kentucky,St. Paul,Bermuda,1-829-821-0823
MERCHANT02771,2022-03-04 19:27:12,SnapSense,327 New Tunnel mouth,Texas,Indianapolis,Saint Barthélemy,153-269-9459
MERCHANT02772,2022-03-04 21:22:08,48 Factoring Inc.,1729 West View stad,Alabama,Portland,Curaçao,810-865-7205
MERCHANT02773,2022-03-04 23:42:12,Mercaris,28913 West Road land,Pennsylvania,Anaheim,Spain,132-621-4336
MERCHANT02774,2022-03-05 02:57:12,LexisNexis,85458 South Road town,Hawaii,Seattle,Morocco,1-439-401-9812
MERCHANT02775,2022-03-05 11:27:12,Housefax,250 South Lights side,California,Los Angeles,France,405-067-7208
MERCHANT02776,2022-03-05 12:17:50,Noveda Technologies,1216 Rapids ville,Wyoming,Birmingham,Saint Martin (French part),964-973-3769
MERCHANT02777,2022-03-06 01:39:37,The Bridgespan Group,7667 New Mill ton,Illinois,Plano,Virgin Islands (U.S.),1-124-248-2146
MERCHANT02778,2022-03-06 01:45:29,Nautilytics,1760 Pike mouth,South Carolina,Hialeah,"Saint Helena, Ascension and Tristan da Cunha",125-978-2233
MERCHANT02779,2022-03-06 04:24:49,Merrill Lynch,4021 Lake Ridge shire,New Hampshire,Houston,Turks and Caicos Islands,563-072-2436
MERCHANT02780,2022-03-06 09:34:00,ReciPal,850 Inlet ville,South Dakota,Cincinnati,"Congo, Democratic Republic of the",961-101-3494
MERCHANT02781,2022-03-06 20:57:42,Cappex,1076 West Mountains borough,Pennsylvania,Mesa,Timor-Leste,532-290-1443
MERCHANT02782,2022-03-07 02:23:09,AllState Insurance Group,3151 Ferry fort,Idaho,Aurora,Guam,121-121-1887
MERCHANT02783,2022-03-07 05:04:41,United Mayflower,783 Locks bury,Delaware,Honolulu,Bangladesh,001-159-6947
MERCHANT02784,2022-03-07 08:08:14,Sophic Systems Alliance,4799 East Mountains borough,New Mexico,St. Paul,Brazil,713-428-0008
MERCHANT02785,2022-03-07 17:35:49,SAP,371 New Fork furt,Arizona,Norfolk,Tonga,401-354-0575
MERCHANT02786,2022-03-07 19:27:03,"Loqate, Inc.",178 Viaduct port,Wisconsin,Phoenix,Tokelau,320-588-8540
MERCHANT02787,2022-03-08 03:34:37,Spokeo,9294 West Glens shire,Hawaii,Colorado Springs,Ireland,1-894-629-6621
MERCHANT02788,2022-03-08 12:44:00,Uber,97870 Station ville,Oklahoma,Garland,Timor-Leste,502-221-5113
MERCHANT02789,2022-03-08 17:47:11,NonprofitMetrics,33638 Lake Village chester,Alaska,Sacramento,Lao People's Democratic Republic,527-912-6886
MERCHANT02790,2022-03-08 20:13:54,Copyright Clearance Center,16755 New Harbors shire,Tennessee,Lexington-Fayette,Gibraltar,697-411-5088
MERCHANT02791,2022-03-08 23:18:42,Zonability,56855 Radial borough,South Carolina,Honolulu,Montserrat,201-524-3767
MERCHANT02792,2022-03-09 02:49:07,Biovia,624 New Well mouth,North Dakota,Cleveland,Algeria,106-506-0426
MERCHANT02793,2022-03-09 18:56:49,SpeSo Health,64361 West Ramp berg,Kentucky,San Antonio,North Macedonia,603-148-4290
MERCHANT02794,2022-03-09 20:27:31,Bridgewater,66987 Lake Road shire,New Hampshire,Lexington-Fayette,Turkey,841-925-8615
MERCHANT02795,2022-03-10 18:37:51,CONNECT-DOT LLC.,9434 Ridge port,Alaska,St. Paul,Côte d'Ivoire,481-914-5242
MERCHANT02796,2022-03-11 04:55:28,"Ontodia, Inc",1847 Lake Forest side,Utah,Washington,Costa Rica,1-891-949-1063
MERCHANT02797,2022-03-11 16:50:12,"PayScale, Inc.",8492 South Skyway port,New Hampshire,Cleveland,"Tanzania, United Republic of",766-896-7455
MERCHANT02798,2022-03-11 19:57:28,Russell Investments,3392 Street side,South Carolina,Tulsa,Turkmenistan,664-250-7424
MERCHANT02799,2022-03-12 00:56:15,Inrix Traffic,9839 Port Camp shire,Maine,New Orleans,Libya,1-261-355-0044
MERCHANT02800,2022-03-12 05:24:33,Citigroup,472 Fords mouth,New Mexico,Philadelphia,Senegal,153-132-9550
MERCHANT02801,2022-03-12 08:54:34,Robinson + Yu,236 Port Ridges side,Oregon,Honolulu,Western Sahara,1-301-372-0165
MERCHANT02802,2022-03-12 09:43:57,"OpportunitySpace, Inc.",35424 Village side,Louisiana,Omaha,Sao Tome and Principe,004-618-9314
MERCHANT02803,2022-03-12 16:38:01,Credit Karma,384 Stream land,Texas,San Antonio,Kazakhstan,579-790-0317
MERCHANT02804,2022-03-13 02:15:09,Accenture,83782 Lane port,New Jersey,Omaha,Kenya,1-595-411-1512
MERCHANT02805,2022-03-13 20:04:01,Nationwide Mutual Insurance Company,11978 Course mouth,Connecticut,Aurora,Ecuador,730-870-6539
MERCHANT02806,2022-03-14 23:45:02,Cambridge Information Group,811 Lake Village ville,Pennsylvania,Virginia Beach,Montenegro,832-197-0910
MERCHANT02807,2022-03-15 06:49:24,"Ontodia, Inc",7085 New Road furt,Arkansas,Mesa,Albania,802-634-1585
MERCHANT02808,2022-03-15 07:02:19,Cloudmade,34976 Lake Orchard haven,Nevada,Washington,Curaçao,245-272-2086
MERCHANT02809,2022-03-15 22:49:42,realtor.com,1399 New Gateway ville,Kentucky,Long Beach,Netherlands,577-951-8982
MERCHANT02810,2022-03-16 08:43:20,Workhands,55406 East Course furt,Missouri,Baltimore,Latvia,729-375-9395
MERCHANT02811,2022-03-16 10:36:53,IW Financial,538 Cliffs town,Tennessee,Glendale,Slovenia,052-842-0007
MERCHANT02812,2022-03-16 21:29:25,Acxiom,49001 Lake Skyway ville,West Virginia,Chula Vista,Netherlands,1-484-905-3559
MERCHANT02813,2022-03-16 22:01:41,SlashDB,2727 North Station view,Connecticut,Atlanta,Saint Pierre and Miquelon,475-801-0403
MERCHANT02814,2022-03-16 22:48:53,SmartAsset,77346 Isle shire,Maryland,Oklahoma,Slovenia,844-222-8525
MERCHANT02815,2022-03-17 03:07:04,PlanetEcosystems,4765 Port Lights fort,Minnesota,Las Vegas,El Salvador,753-198-1952
MERCHANT02816,2022-03-17 06:33:15,Merrill Corp.,2296 East Coves mouth,Georgia,Detroit,Suriname,239-887-4095
MERCHANT02817,2022-03-17 10:28:28,The Vanguard Group,94035 East Lane burgh,Massachusetts,Minneapolis,Sao Tome and Principe,108-256-3875
MERCHANT02818,2022-03-17 13:27:08,MetLife,4879 Forge borough,New York,Detroit,Italy,870-325-9362
MERCHANT02819,2022-03-17 23:51:44,Abt Associates,4481 Locks berg,Utah,Glendale,Mauritania,899-592-1249
MERCHANT02820,2022-03-18 03:37:36,OpenCounter,2309 Crossroad town,Wisconsin,Durham,Samoa,861-822-6309
MERCHANT02821,2022-03-18 04:20:05,Moody's,47915 Ways ville,Wisconsin,Pittsburgh,Niger,959-078-5642
MERCHANT02822,2022-03-18 22:11:23,Booz Allen Hamilton,67090 North Plaza fort,Iowa,Riverside,Central African Republic,874-843-7370
MERCHANT02823,2022-03-19 07:06:57,The Govtech Fund,45960 Port Trail town,Tennessee,Hialeah,Lithuania,487-015-3037
MERCHANT02824,2022-03-19 15:58:53,Panjiva,66741 Port Forest ville,Idaho,St. Louis,Luxembourg,828-140-7406
MERCHANT02825,2022-03-19 20:51:01,Ensco,71676 Views berg,Connecticut,Anaheim,Oman,158-682-1915
MERCHANT02826,2022-03-19 23:38:37,Canon,7694 Viaduct side,Georgia,Houston,Argentina,203-139-6361
MERCHANT02827,2022-03-20 07:25:12,Allianz,8822 Common burgh,New Hampshire,Portland,Cuba,335-895-8587
MERCHANT02828,2022-03-20 09:48:07,SpeSo Health,44103 Villages view,Tennessee,Madison,North Macedonia,687-337-3924
MERCHANT02829,2022-03-20 15:10:48,Porch,1238 South Ramp fort,Kansas,Greensboro,Gibraltar,877-492-6092
MERCHANT02830,2022-03-20 20:31:09,Smartronix,1184 Heights ville,North Dakota,Austin,Gambia,1-761-388-8172
MERCHANT02831,2022-03-21 16:00:34,Investormill,7563 Trail land,West Virginia,Nashville-Davidson,Yemen,1-932-709-8004
MERCHANT02832,2022-03-21 16:47:14,nGAP Incorporated,4114 Lake Ramp chester,Iowa,Dallas,Curaçao,938-976-0313
MERCHANT02833,2022-03-21 21:41:13,eScholar LLC.,282 Harbor shire,New York,Toledo,Cocos (Keeling) Islands,955-971-6435
MERCHANT02834,2022-03-21 21:42:48,Atlas Van Lines,638 Vista view,Wisconsin,Wichita,Djibouti,850-595-6313
MERCHANT02835,2022-03-22 01:33:56,Evidera,9943 Isle ville,Illinois,Denver,Tunisia,881-649-2102
MERCHANT02836,2022-03-22 15:23:30,OTC Markets,5211 Cliffs stad,Florida,Austin,Sint Maarten (Dutch part),590-024-6721
MERCHANT02837,2022-03-23 17:09:51,NuCivic,72428 Points haven,West Virginia,Mesa,Latvia,342-114-6458
MERCHANT02838,2022-03-23 19:12:02,Honest Buildings,986 Vista burgh,South Dakota,Atlanta,Belize,737-626-7936
MERCHANT02839,2022-03-24 09:49:53,Vimo,9931 Port Meadow chester,Wyoming,Austin,Haiti,829-241-8660
MERCHANT02840,2022-03-24 13:54:13,Mapbox,19516 West View mouth,Indiana,San Diego,Timor-Leste,169-645-6599
MERCHANT02841,2022-03-25 02:35:29,Evidera,80623 New Plaza ville,Virginia,Detroit,Russian Federation,184-727-8568
MERCHANT02842,2022-03-25 03:22:10,Tendril,327 Lake Highway stad,West Virginia,Winston-Salem,Grenada,337-477-1220
MERCHANT02843,2022-03-25 04:55:35,Computer Packages Inc,576 Plaza ton,Indiana,San Bernardino,Niue,1-202-898-6451
MERCHANT02844,2022-03-25 19:29:08,Energy Solutions Forum,3799 Port Estate burgh,Mississippi,Fremont,Burundi,588-350-7678
MERCHANT02845,2022-03-26 01:39:24,Government Transaction Services,63218 View mouth,South Dakota,Laredo,"Moldova, Republic of",170-741-7662
MERCHANT02846,2022-03-26 20:41:56,American Red Ball Movers,464 North Overpass mouth,Montana,Chesapeake,Seychelles,759-566-3502
MERCHANT02847,2022-03-26 21:28:08,Innovest Systems,69868 Road berg,Delaware,Arlington,Monaco,733-651-6699
MERCHANT02848,2022-03-27 06:31:13,SigFig,2492 Lock town,Colorado,Nashville-Davidson,Bangladesh,1-401-473-7911
MERCHANT02849,2022-03-27 07:23:16,Suddath,76299 Lake Bridge port,Maine,Cleveland,"Congo, Democratic Republic of the",692-318-0992
MERCHANT02850,2022-03-27 10:59:02,Certara,6401 West Club town,Delaware,Fremont,Iceland,373-878-2125
MERCHANT02851,2022-03-28 19:36:44,FarmLogs,3989 North Squares land,Montana,Pittsburgh,Uzbekistan,267-645-2381
MERCHANT02852,2022-03-29 00:25:16,Center for Responsive Politics,4391 East Forge bury,Georgia,Omaha,Kiribati,123-489-2572
MERCHANT02853,2022-03-29 00:37:55,Maponics,9602 Avenue chester,Illinois,Sacramento,Malaysia,782-364-7082
MERCHANT02854,2022-03-29 01:30:58,Urban Airship,88478 East Port borough,Nebraska,Santa Ana,Iceland,814-431-6860
MERCHANT02855,2022-03-29 04:00:06,Dow Jones & Co.,6567 West Shores land,Maine,Tampa,Trinidad and Tobago,474-568-5459
MERCHANT02856,2022-03-29 06:59:07,HopStop,618 Corner burgh,South Carolina,Washington,Bahrain,903-210-9929
MERCHANT02857,2022-03-29 07:18:59,Jurispect,621 Station fort,Hawaii,Colorado Springs,Latvia,448-211-4874
MERCHANT02858,2022-03-29 15:36:24,FarmLogs,54917 Street furt,Illinois,Glendale,Denmark,1-084-977-1607
MERCHANT02859,2022-03-29 17:26:21,Healthline,69277 West Summit fort,Connecticut,Riverside,Guinea-Bissau,539-049-9063
MERCHANT02860,2022-03-30 13:21:24,Honest Buildings,55506 Key haven,Rhode Island,Plano,Curaçao,132-717-1870
MERCHANT02861,2022-03-30 19:18:03,NonprofitMetrics,1158 West Fords shire,North Dakota,Chula Vista,Rwanda,666-957-4712
MERCHANT02862,2022-03-31 08:21:25,Inovalon,31638 New Fields fort,Indiana,Kansas,Guam,1-087-785-6574
MERCHANT02863,2022-03-31 11:36:56,Farmers,227 Lake Lakes ton,Missouri,Jersey,Ukraine,1-129-894-5092
MERCHANT02864,2022-03-31 18:38:05,Parsons Brinckerhoff,24479 Parkways mouth,Alaska,Chandler,Malta,280-266-5399
MERCHANT02865,2022-04-01 00:51:21,PlanetEcosystems,916 South Landing fort,Hawaii,Boston,Niger,1-010-657-4923
MERCHANT02866,2022-04-01 02:01:43,Municode,1976 South Passage burgh,Arkansas,Scottsdale,Belgium,951-708-8100
MERCHANT02867,2022-04-01 03:14:09,Maponics,4351 Knolls stad,Kentucky,Boston,Korea (Democratic People's Republic of),1-012-193-3631
MERCHANT02868,2022-04-01 08:08:23,Locavore,7065 Fords port,Georgia,Stockton,"Taiwan, Province of China",287-374-8040
MERCHANT02869,2022-04-01 20:18:46,Simple Energy,50071 Fort fort,New Mexico,Bakersfield,Jersey,1-394-657-0780
MERCHANT02870,2022-04-02 05:19:43,POPVOX,95855 Brook ville,Kentucky,San Antonio,Pakistan,1-264-022-7978
MERCHANT02871,2022-04-02 07:29:22,People Power,586 Manor mouth,Washington,Tulsa,United States of America,515-596-7863
MERCHANT02872,2022-04-02 16:58:59,Social Explorer,6957 Roads shire,Rhode Island,Birmingham,Peru,205-677-1219
MERCHANT02873,2022-04-02 20:08:45,DataMade,54018 Port Dale shire,Massachusetts,Anaheim,Bahrain,765-653-2634
MERCHANT02874,2022-04-02 20:12:04,TrialX,8246 Port Stravenue ville,South Carolina,Irving,China,263-945-2190
MERCHANT02875,2022-04-03 00:56:02,FindTheBest.com,9582 Centers borough,Idaho,Buffalo,Peru,526-655-8949
MERCHANT02876,2022-04-03 02:44:19,CONNECT-DOT LLC.,4661 Stream port,New Jersey,Oakland,Haiti,803-006-6647
MERCHANT02877,2022-04-03 02:45:05,Rank and Filed,3489 Forest ton,Virginia,Lincoln,Afghanistan,1-123-005-7137
MERCHANT02878,2022-04-03 07:28:02,Trulia,103 Keys land,New Hampshire,Newark,Pitcairn,257-221-9261
MERCHANT02879,2022-04-03 22:57:16,5PSolutions,54344 North Cliff fort,Maine,Dallas,Syrian Arab Republic,230-469-4634
MERCHANT02880,2022-04-04 03:31:59,FlightView,93042 East Point chester,Kansas,Omaha,Macao,746-741-1976
MERCHANT02881,2022-04-04 13:33:33,Munetrix,286 New Way port,Michigan,Indianapolis,Monaco,364-439-2555
MERCHANT02882,2022-04-04 15:07:08,Liberty Mutual Insurance Cos.,1458 Lake Isle land,New Mexico,Phoenix,Samoa,409-823-7334
MERCHANT02883,2022-04-04 19:05:51,Kaiser Permanante,86252 New Place mouth,Pennsylvania,Aurora,Guinea-Bissau,1-098-712-6615
MERCHANT02884,2022-04-04 23:32:35,Amida Technology Solutions,77172 South Garden furt,New Hampshire,Chicago,Turkey,277-119-1514
MERCHANT02885,2022-04-06 02:00:44,Keychain Logistics Corp.,917 Mall stad,Indiana,St. Paul,Guyana,1-733-128-7000
MERCHANT02886,2022-04-06 11:24:39,Geolytics,9991 Junctions mouth,Indiana,Kansas,Gibraltar,235-311-9235
MERCHANT02887,2022-04-06 22:18:52,PlotWatt,133 Port burgh,Virginia,Anaheim,Libya,1-679-756-6702
MERCHANT02888,2022-04-06 22:38:52,NonprofitMetrics,13427 Park fort,Georgia,Jersey,Kiribati,330-739-3173
MERCHANT02889,2022-04-07 05:30:58,Booz Allen Hamilton,10326 Mews land,Colorado,Greensboro,Ukraine,1-539-451-2726
MERCHANT02890,2022-04-07 10:22:37,OptumInsight,362 Pike bury,Maryland,Virginia Beach,Togo,1-974-613-7049
MERCHANT02891,2022-04-07 13:44:00,InnoCentive,22483 East Mount furt,California,Omaha,Suriname,1-853-357-9365
MERCHANT02892,2022-04-07 13:58:24,"HDScores, Inc",91348 Mountain stad,Michigan,Santa Ana,Cayman Islands,899-686-2565
MERCHANT02893,2022-04-07 15:02:04,Allianz,68618 Flat bury,Vermont,Glendale,United Arab Emirates,779-139-5465
MERCHANT02894,2022-04-07 16:11:59,SpaceCurve,97736 Lake Plains haven,Nevada,Chandler,Estonia,866-852-2388
MERCHANT02895,2022-04-07 21:15:44,TagniFi,725 Run chester,Wyoming,Orlando,Honduras,1-514-891-7196
MERCHANT02896,2022-04-08 03:50:43,Harris Corporation,366 Port Estate furt,Oklahoma,Milwaukee,Cuba,269-911-0109
MERCHANT02897,2022-04-08 13:16:53,Weather Channel,900 Summit bury,Utah,Fremont,Venezuela (Bolivarian Republic of),880-866-2577
MERCHANT02898,2022-04-08 18:09:35,IMS Health,24265 Crossroad burgh,Delaware,Detroit,Bangladesh,986-767-8881
MERCHANT02899,2022-04-08 19:38:13,Stevens Worldwide Van Lines,727 East Plaza mouth,Oregon,San Francisco,Grenada,1-655-035-3673
MERCHANT02900,2022-04-09 06:25:19,Rand McNally,2708 Port Course port,Wisconsin,San Antonio,Åland Islands,407-891-2872
MERCHANT02901,2022-04-09 16:33:07,Ernst & Young LLP,85278 New Ramp borough,Idaho,Jersey,Iran (Islamic Republic of),695-369-0646
MERCHANT02902,2022-04-09 17:37:43,IVES Group Inc,3033 North Rest ton,Michigan,Oklahoma,France,247-945-1407
MERCHANT02903,2022-04-09 19:16:44,Cerner,12899 Mount side,Missouri,Indianapolis,Germany,747-423-7298
MERCHANT02904,2022-04-09 19:30:54,Geofeedia,45470 Grove chester,Oklahoma,Columbus,Iraq,129-237-5831
MERCHANT02905,2022-04-10 03:30:30,Cappex,5551 Shoal fort,Iowa,New Orleans,Venezuela (Bolivarian Republic of),378-624-3482
MERCHANT02906,2022-04-10 06:56:14,Pave,66391 Dam ville,Delaware,Tucson,Ecuador,298-890-8789
MERCHANT02907,2022-04-10 10:05:31,YourMapper,670 Lake fort,Missouri,Madison,Malta,787-995-3644
MERCHANT02908,2022-04-10 13:40:07,Patently-O,6050 Bypass borough,Kansas,Laredo,Ghana,881-756-3804
MERCHANT02909,2022-04-10 15:00:55,North American Van Lines,64192 Orchard town,Delaware,Greensboro,Serbia,1-305-152-2200
MERCHANT02910,2022-04-10 19:05:24,PatientsLikeMe,6562 Hollow port,Wisconsin,Laredo,Honduras,1-601-615-3662
MERCHANT02911,2022-04-10 22:14:32,SnapSense,9343 Alley haven,South Carolina,Birmingham,Mayotte,453-458-6419
MERCHANT02912,2022-04-11 04:03:22,Datamyne,230 North Forge town,California,Virginia Beach,Papua New Guinea,045-114-7522
MERCHANT02913,2022-04-11 05:02:22,(Leg)Cyte,3796 Coves port,Colorado,Austin,Botswana,877-910-6602
MERCHANT02914,2022-04-11 10:52:05,Predilytics,81795 Brook fort,Washington,Albuquerque,Montenegro,1-789-427-6684
MERCHANT02915,2022-04-11 23:27:20,Trulia,12278 East Ville side,Vermont,Chesapeake,Vanuatu,606-729-1543
MERCHANT02916,2022-04-12 03:45:09,DemystData,33357 South Junction shire,Montana,Washington,Norfolk Island,145-362-5499
MERCHANT02917,2022-04-12 04:41:31,Amazon Web Services,85977 Tunnel side,Oklahoma,Raleigh,Kuwait,159-622-3017
MERCHANT02918,2022-04-12 06:24:51,Equal Pay for Women,77872 Curve chester,Texas,Madison,Maldives,581-166-2046
MERCHANT02919,2022-04-12 07:28:02,College Board,797 Stream fort,Michigan,Irvine,Saint Pierre and Miquelon,199-940-5337
MERCHANT02920,2022-04-12 10:20:55,"HealthPocket, Inc.",2842 Lake Isle port,Missouri,Buffalo,Mauritius,308-680-9672
MERCHANT02921,2022-04-12 15:52:37,National Van Lines,90742 Keys port,Florida,Memphis,Canada,1-790-099-2788
MERCHANT02922,2022-04-12 23:48:44,SnapSense,1669 West Row burgh,Arizona,Bakersfield,"Korea, Republic of",208-925-0630
MERCHANT02923,2022-04-13 19:17:07,DataMarket,326 New Parkway ton,Massachusetts,San Bernardino,Heard Island and McDonald Islands,382-413-5717
MERCHANT02924,2022-04-14 02:41:01,BlackRock,7202 Hollow view,South Carolina,Colorado Springs,Mauritania,186-636-2150
MERCHANT02925,2022-04-14 14:28:30,How's My Offer?,5163 Lake borough,Iowa,Laredo,Papua New Guinea,538-347-8619
MERCHANT02926,2022-04-14 17:20:36,Canon,7641 Views port,Colorado,Cleveland,South Sudan,882-366-0132
MERCHANT02927,2022-04-14 22:44:18,Wolters Kluwer,3233 North Knolls fort,New York,San Francisco,French Guiana,637-893-9714
MERCHANT02928,2022-04-15 01:16:19,Mapbox,16760 Park bury,Alaska,Boise,Chile,419-934-3539
MERCHANT02929,2022-04-15 07:45:29,Oversight Systems,3306 Islands furt,Kentucky,Stockton,Cuba,929-529-7970
MERCHANT02930,2022-04-15 10:53:22,U.S. News Schools,81785 Port Lane land,Mississippi,Virginia Beach,Sri Lanka,374-773-7826
MERCHANT02931,2022-04-15 13:07:48,Dow Jones & Co.,31215 Port Rapids chester,Pennsylvania,Los Angeles,Mali,609-556-3839
MERCHANT02932,2022-04-16 05:56:36,AllState Insurance Group,5546 Square side,Washington,Arlington,"Taiwan, Province of China",346-300-3399
MERCHANT02933,2022-04-16 13:35:58,North American Van Lines,16272 Radial bury,Kansas,Corpus Christi,Korea (Democratic People's Republic of),331-104-0520
MERCHANT02934,2022-04-16 17:44:31,The Bridgespan Group,7357 Canyon haven,Colorado,Reno,Cook Islands,1-215-757-3434
